(267, 312, 157, 0.55252387448840379, 1.0537790697674418, 19)
(221, 300, 121, 0.40564826700898587, 0.55571428571428572, 21)
(192, 271, 98, 0.47277227722772275, 0.82030178326474623, 19)
(196, 275, 94, 0.46890547263681592, 0.49103448275862072, 16)
(197, 263, 100, 0.42216687422166876, 0.81818181818181823, 10)
(196, 277, 97, 0.40547263681592038, 0.57538035961272471, 9)
(177, 255, 89, 0.47873633049817738, 0.81476510067114094, 9)
(170, 261, 89, 0.38674698795180723, 0.59269282814614344, 12)
(193, 272, 91, 0.33581164807930608, 0.71565934065934067, 14)
(194, 256, 86, 0.40198511166253104, 0.69623655913978499, 5)
